Date,Close,Open,High,Low,Change%
2023-03-27,5.19,5.19,5.19,5.19,0.97%
2023-03-24,5.14,5.14,5.14,5.14,-1.72%
2023-03-23,5.23,5.23,5.23,5.23,-0.76%
2023-03-22,5.27,5.27,5.27,5.27,-0.19%
2023-03-21,5.28,5.28,5.28,5.28,0.00%
2023-03-20,5.28,5.28,5.28,5.28,-1.12%
2023-03-17,5.34,5.34,5.34,5.34,-0.74%
2023-03-16,5.38,5.38,5.38,5.38,-0.55%
2023-03-15,5.41,5.41,5.41,5.41,-1.99%
2023-03-14,5.52,5.52,5.52,5.52,0.18%
2023-03-13,5.51,5.51,5.51,5.51,-3.67%
2023-03-10,5.72,5.72,5.72,5.72,-2.56%
2023-03-09,5.87,5.87,5.87,5.87,0.00%
2023-03-08,5.87,5.87,5.87,5.87,-1.34%
2023-03-07,5.95,5.95,5.95,5.95,-0.34%
2023-03-06,5.97,5.97,5.97,5.97,0.00%
2023-03-03,5.97,5.97,5.97,5.97,-0.33%
2023-03-02,5.99,5.99,5.99,5.99,1.53%
2023-03-01,5.9,5.9,5.9,5.9,1.03%
2023-02-28,5.84,5.84,5.84,5.84,0.17%
2023-02-27,5.83,5.83,5.83,5.83,-0.17%
2023-02-24,5.84,5.84,5.84,5.84,-0.34%
2023-02-23,5.86,5.86,5.86,5.86,0.51%
2023-02-22,5.83,5.83,5.83,5.83,0.52%
2023-02-21,5.8,5.8,5.8,5.8,0.69%
2023-02-20,5.76,5.76,5.76,5.76,-0.69%
2023-02-17,5.8,5.8,5.8,5.8,0.00%
2023-02-16,5.8,5.8,5.8,5.8,0.87%
2023-02-15,5.75,5.75,5.75,5.75,0.35%
2023-02-14,5.73,5.73,5.73,5.73,-0.35%
2023-02-13,5.75,5.75,5.75,5.75,0.17%
2023-02-10,5.74,5.74,5.74,5.74,1.06%
2023-02-09,5.68,5.68,5.68,5.68,0.35%
2023-02-08,5.66,5.66,5.66,5.66,0.89%
2023-02-07,5.61,5.61,5.61,5.61,0.36%
2023-02-06,5.59,5.59,5.59,5.59,1.27%
2023-02-03,5.52,5.52,5.52,5.52,0.73%
2023-02-02,5.48,5.48,5.48,5.48,-1.08%
2023-02-01,5.54,5.54,5.54,5.54,0.36%
2023-01-31,5.52,5.52,5.52,5.52,1.85%
2023-01-30,5.42,5.42,5.42,5.42,0.18%
2023-01-27,5.41,5.41,5.41,5.41,0.19%
2023-01-26,5.4,5.4,5.4,5.4,0.19%
2023-01-25,5.39,5.39,5.39,5.39,0.37%
2023-01-24,5.37,5.37,5.37,5.37,0.00%
2023-01-23,5.37,5.37,5.37,5.37,-0.19%
2023-01-20,5.38,5.38,5.38,5.38,0.75%
2023-01-19,5.34,5.34,5.34,5.34,0.95%
2023-01-18,5.29,5.29,5.29,5.29,0.00%
2023-01-17,5.29,5.29,5.29,5.29,0.38%
2023-01-16,5.27,5.27,5.27,5.27,0.38%
2023-01-13,5.25,5.25,5.25,5.25,0.57%
2023-01-12,5.22,5.22,5.22,5.22,-0.76%
2023-01-11,5.26,5.26,5.26,5.26,-1.13%
2023-01-10,5.32,5.32,5.32,5.32,-0.19%
2023-01-09,5.33,5.33,5.33,5.33,-0.37%
2023-01-06,5.35,5.35,5.35,5.35,-0.56%
2023-01-05,5.38,5.38,5.38,5.38,0.56%
2023-01-04,5.35,5.35,5.35,5.35,-0.19%
2023-01-03,5.36,5.36,5.36,5.36,0.37%
2022-12-29,5.34,5.34,5.34,5.34,-0.37%
2022-12-28,5.36,5.36,5.36,5.36,-0.37%
2022-12-27,5.38,5.38,5.38,5.38,-0.92%
2022-12-26,5.43,5.43,5.43,5.43,0.74%
2022-12-22,5.39,5.39,5.39,5.39,0.37%
2022-12-21,5.37,5.37,5.37,5.37,-0.19%
2022-12-20,5.38,5.38,5.38,5.38,0.56%
2022-12-19,5.35,5.35,5.35,5.35,0.38%
2022-12-16,5.33,5.33,5.33,5.33,0.38%
2022-12-15,5.31,5.31,5.31,5.31,-0.19%
2022-12-14,5.32,5.32,5.32,5.32,0.38%
2022-12-13,5.3,5.3,5.3,5.3,-0.93%
2022-12-12,5.35,5.35,5.35,5.35,-0.19%
2022-12-09,5.36,5.36,5.36,5.36,-0.74%
